id,type,title,status,iteration,estimate,actual,assignees
PVTI_lADOCU5NV84AcKb4zgMc_co,DRAFT_ISSUE,Draft the mockup for Enviromental part,Done,Iteration 1,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMc_Xg,DRAFT_ISSUE,Draft the mockup for Governance part,Done,Iteration 1,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMc_U0,DRAFT_ISSUE,Draft the mockup for Social part,Done,Iteration 1,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMdADw,DRAFT_ISSUE,Research on wireframe generation model (for PDF),Backlog,,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMoGPQ,ISSUE,"Identify solution in which user can mentally map which field links to which output, so they can revise accordingly.",Backlog,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMefTU,DRAFT_ISSUE,Optimize the nuxt application,Backlog,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMtpD4,DRAFT_ISSUE,Save the generated image to blob storage,Done,Iteration 1,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMdAU0,DRAFT_ISSUE,Create a workflow to accept prompt/PDFs/organizational profile and generate multiple text,Done,Iteration 1,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMdAP4,ISSUE,Create a workflow to accept prompt and generate Image using DALLE3 (quality is not guaranteed),Done,Iteration 1,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMdAdU,DRAFT_ISSUE,Create a workflow that can accept field CSV and generate table/graph jpg (quality is not guaranteed),Done,Iteration 1,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMtnkU,ISSUE,Save files that user upload via the upload button into blob storage,Done,Iteration 1,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMelyc,DRAFT_ISSUE,Investigate FlowAccount,Done,Iteration 1,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMtnvk,ISSUE,Uploaded file validation,Done,Iteration 1,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMksRQ,DRAFT_ISSUE,connect flow account API and extract information,Done,Iteration 1,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMksP8,ISSUE,create placeholder form for the financial part,Done,Iteration 1,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMkr6I,DRAFT_ISSUE,Include HTML table in the PDF,Backlog,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMrlI4,DRAFT_ISSUE,Add dynamic Topic selection and form content.,None,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMpz2k,DRAFT_ISSUE,Add validations ESG report page,In progress,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMnGuw,DRAFT_ISSUE,Create a form draft system.,In progress,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMjHvc,DRAFT_ISSUE,Dynamic HTML DOM building with multiple layouts,In progress,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMkrFY,DRAFT_ISSUE,"Find how to generate layout with AI and categorise elements into text, replace text",Backlog,,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
PVTI_lADOCU5NV84AcKb4zgMepNg,DRAFT_ISSUE,Study PDPA and check if we are breaking any rules,Backlog,Iteration 2,0.0,0.0,"['akraradets', 'anuj-guptaa', 'guntsvzz', 'anuj-guptaa', 'akraradets', 'cedriclemercier', 'cedriclemercier', 'cedriclemercier', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'amanda11233', 'cedriclemercier', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'SitthiwatDam', 'amanda11233', 'amanda11233', 'cedriclemercier', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'guntsvzz', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'anuj-guptaa', 'amanda11233', 'amanda11233', 'amanda11233', 'amanda11233', 'cedriclemercier', 'cedriclemercier', 'akraradets', 'cedriclemercier', 'SitthiwatDam', 'Rakshya8', 'anuj-guptaa', 'SitthiwatDam', 'anuj-guptaa', 'amanda11233', 'anuj-guptaa', 'SitthiwatDam', 'guntsvzz', 'SitthiwatDam', 'guntsvzz']"
